Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Torque_roll_mean,Speed_roll_mean,Temp_roll_mean,Torque_z,Speed_z,Temp_z,Machine failure
298.2,308.7,1408,40.0,9,43.6,1459.6,308.62,-0.05076653855629124,-0.8622954640184192,-0.8677846863722299,0
298.1,308.6,1425,41.9,11,43.419999999999995,1434.4,308.62,0.16809470079025432,-0.7302690752132621,-0.9351114290677269,0
298.1,308.6,1558,42.4,14,42.64,1464.4,308.6,0.2256897637761874,0.30264326073296643,-0.9351114290677269,0
298.1,308.6,1527,40.2,16,40.8,1470.2,308.62,-0.02772851336191768,0.06188925761768008,-0.9351114290677269,0
298.3,308.7,1667,28.6,18,38.62,1517.0,308.64,-1.3639339746355654,1.1491654007189733,-0.8677846863722299,0
298.5,309.0,1741,28.0,21,36.22,1583.6,308.7,-1.4330480502186853,1.723868504929657,-0.6658044582856624,0
298.4,308.9,1782,23.9,24,32.62,1655.0,308.76,-1.9053275667033367,2.0422850896950355,-0.7331312009811977,0
298.6,309.1,1423,44.3,29,33.0,1628.0,308.86,0.44455100312273294,-0.7458015915432806,-0.5984777155901272,0
298.6,309.1,1339,51.1,34,35.17999999999999,1590.4,308.96,1.2278438597314234,-1.3981672774040566,-0.5984777155901272,0
298.6,309.2,1742,30.0,37,35.46,1605.4,309.06,-1.202667798274953,1.731634763094666,-0.5311509728946302,0
298.6,309.2,1542,48.4,42,39.54,1565.6,309.1,0.9168305196073844,0.17838313009281864,-0.5311509728946302,0
298.6,309.2,1311,46.6,44,44.08,1471.4,309.16,0.7094882928580256,-1.6156225060243152,-0.5311509728946302,0
298.7,309.2,1410,45.6,47,44.34,1468.8,309.17999999999995,0.5942981668861594,-0.8467629476884007,-0.5311509728946302,0
298.8,309.2,1306,54.5,50,45.02,1462.2,309.2,1.6194902880357682,-1.6544537968493613,-0.5311509728946302,0
298.9,309.3,1632,32.5,55,45.52,1440.2,309.21999999999997,-0.9146924833452875,0.8773463649436499,-0.4638242301990949,0
298.9,309.3,1375,42.7,58,44.38,1406.8,309.23999999999995,0.26024680156774777,-1.118581983463724,-0.4638242301990949,0
298.8,309.3,1450,44.8,63,44.02,1434.6,309.26000000000005,0.5021460661086661,-0.5361126210880311,-0.4638242301990949,0
298.9,309.3,1581,30.7,65,41.04,1468.8,309.28000000000003,-1.1220347100946466,0.4812671985281789,-0.4638242301990949,0
299.0,309.4,1758,25.7,68,35.279999999999994,1559.2,309.32,-1.6979853399539775,1.8558948937348139,-0.3964974875035979,0
299.0,309.4,1561,37.3,70,36.239999999999995,1545.0,309.34000000000003,-0.36177987868033024,0.32594203522799414,-0.3964974875035979,0
299.0,309.5,1861,23.3,73,32.36,1642.2,309.38,-1.9744416422864561,2.6558194847307655,-0.3291707448080627,0
299.1,309.5,1512,39.0,75,31.2,1654.6,309.41999999999996,-0.1659566645281574,-0.054604614857458475,-0.3291707448080627,0
299.1,309.4,1811,24.6,77,29.98,1700.6,309.43999999999994,-1.8246944785230301,2.2675065764803035,-0.3964974875035979,0
299.1,309.4,1439,44.2,82,33.68,1636.8,309.43999999999994,0.433031990525547,-0.6215414609031328,-0.3964974875035979,0
299.0,309.4,1693,30.1,84,32.24,1663.2,309.43999999999994,-1.191148785677766,1.3510881130092134,-0.3964974875035979,0
299.1,309.5,1339,48.2,86,37.220000000000006,1558.8,309.43999999999994,0.8937924944130117,-1.3981672774040566,-0.3291707448080627,0
299.0,309.4,1798,25.5,89,34.52,1616.0,309.41999999999996,-1.7210233651483506,2.166545220335183,-0.3964974875035979,0
299.0,309.4,1419,48.3,91,39.260000000000005,1537.6,309.41999999999996,0.9053115070101976,-0.7768666242033175,-0.3964974875035979,0
298.9,309.3,1665,32.5,93,36.92,1582.8,309.4,-0.9146924833452875,1.1336328843889547,-0.4638242301990949,0
298.8,309.1,1559,34.7,95,37.839999999999996,1556.0,309.34,-0.6612742062071816,0.3104095188979757,-0.5984777155901272,0
298.8,309.2,1452,48.6,98,37.92,1578.6,309.28,0.939868544801758,-0.5205801047580128,-0.5311509728946302,0
298.9,309.2,1581,36.7,101,40.160000000000004,1535.2,309.24,-0.4308939542634493,0.4812671985281789,-0.5311509728946302,0
298.8,309.1,1439,39.2,104,38.34,1539.2,309.18,-0.14291863933378385,-0.6215414609031328,-0.5984777155901272,0
298.9,309.2,1379,50.7,106,41.980000000000004,1482.0,309.15999999999997,1.1817678093426771,-1.087516950803687,-0.5311509728946302,0
298.8,309.1,1350,52.5,111,45.54,1440.2,309.16,1.3891100360920359,-1.3127384375889548,-0.5984777155901272,0
298.8,309.1,1362,45.4,113,44.9,1422.2,309.14,0.5712601416917858,-1.219543339608844,-0.5984777155901272,0
298.8,309.1,1368,50.8,115,47.720000000000006,1379.6,309.12,1.1932868219398631,-1.1729457906187886,-0.5984777155901272,0
298.8,309.1,1368,49.1,117,49.7,1365.4,309.12,0.997463607787691,-1.1729457906187886,-0.5984777155901272,0
298.8,309.2,1372,48.5,120,49.260000000000005,1364.0,309.12,0.9283495322045712,-1.1418807579587518,-0.5311509728946302,0
298.8,309.1,1472,47.5,125,48.260000000000005,1388.4,309.12,0.813159406232705,-0.36525494145782794,-0.5984777155901272,0
298.8,309.1,1489,49.1,128,49.0,1413.8,309.12,0.997463607787691,-0.23322855265267092,-0.5984777155901272,0
298.7,309.0,1843,25.8,130,44.0,1508.8,309.1,-1.6864663273567908,2.516026837760599,-0.6658044582856624,0
298.8,309.1,1418,46.3,133,43.44,1518.8,309.1,0.6749312550664652,-0.7846328823683267,-0.5984777155901272,0
298.8,309.2,1425,53.9,135,44.519999999999996,1529.4,309.1,1.5503762124526483,-0.7302690752132621,-0.5311509728946302,0
298.9,309.2,1412,44.1,140,43.839999999999996,1517.4,309.12,0.42151297792836023,-0.8312304313583821,-0.5311509728946302,0
298.9,309.1,1383,54.9,145,45.0,1496.2,309.12,1.6655663384245145,-1.05645191814365,-0.5984777155901272,0
298.8,309.0,1497,43.8,147,48.599999999999994,1427.0,309.12,0.38695594013679985,-0.17109848733259703,-0.6658044582856624,0
298.7,309.0,1565,35.1,152,46.36,1456.4,309.1,-0.6151981558184353,0.3570070678880311,-0.6658044582856624,0
298.7,309.0,1691,30.1,154,41.6,1509.6,309.06,-1.191148785677766,1.335555596679195,-0.6658044582856624,0
298.8,309.1,1512,40.7,156,40.92,1529.6,309.04,0.029866549624015405,-0.054604614857458475,-0.5984777155901272,0
298.8,309.1,1477,42.4,158,38.42,1548.4,309.04,0.2256897637761874,-0.3264236506327818,-0.5984777155901272,0
298.8,309.1,1513,40.3,160,37.720000000000006,1551.6,309.06000000000006,-0.016209500764731717,-0.04683835669244924,-0.5984777155901272,0
298.8,309.0,1661,29.5,162,36.6,1570.8,309.06000000000006,-1.260262861260886,1.102567851728918,-0.6658044582856624,0
298.8,309.1,1378,54.4,165,41.459999999999994,1508.2,309.08000000000004,1.6079712754385813,-1.0952832089686964,-0.5984777155901272,0
298.8,309.1,1393,52.6,167,43.839999999999996,1484.4,309.08000000000004,1.4006290486892226,-0.9787893364935577,-0.5984777155901272,0
298.8,309.0,1592,38.2,169,43.0,1507.4,309.06000000000006,-0.25810876530565,0.5666960383432805,-0.6658044582856624,0
298.8,309.0,1829,22.9,172,39.519999999999996,1570.6,309.04,-2.020517692675203,2.4072992234504698,-0.6658044582856624,0
298.9,309.0,1812,25.9,174,38.8,1600.8,309.04,-1.6749473147596043,2.2752728346453126,-0.6658044582856624,0
299.0,309.1,1523,38.6,177,35.64,1629.8,309.04,-0.2120327149169037,0.030824224957643132,-0.5984777155901272,0
299.0,309.1,1394,45.1,179,34.14,1630.0,309.04,0.5367031039002264,-0.9710230783285485,-0.5984777155901272,0
298.9,308.9,1679,28.7,181,32.24,1647.4,309.02,-1.352414962038379,1.2423604986990842,-0.7331312009811977,0
298.8,308.9,1466,44.1,184,36.480000000000004,1574.8,309.0,0.42151297792836023,-0.41185249044788336,-0.7331312009811977,0
298.8,308.9,1527,32.4,189,37.78,1517.8,308.97999999999996,-0.9262114959424743,0.06188925761768008,-0.7331312009811977,0
298.9,309.1,1452,45.5,196,39.160000000000004,1503.6,308.98,0.5827791542889726,-0.5205801047580128,-0.5984777155901272,0
298.9,309.1,1369,44.4,198,39.019999999999996,1498.6,308.97999999999996,0.45607001571991973,-1.1651795324537795,-0.5984777155901272,0
